Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome
29,1,1,6,1,1,3,4,0,5,2,7,0,3,0,2,1,17362
31,0,3,29,2,0,4,4,3,5,0,2,0,2,1,1,3,27090
28,0,3,9,2,1,3,6,1,3,3,5,0,4,1,2,2,23749
45,1,1,17,2,1,3,4,1,3,1,4,1,3,0,2,2,25143
38,0,2,16,2,1,3,3,1,3,1,4,0,3,0,2,2,21077
35,1,1,17,2,1,3,4,0,4,1,3,0,2,1,1,1,20686
36,1,1,32,3,0,3,4,3,3,1,3,1,3,0,2,3,29066
21,0,3,6,1,0,2,4,0,4,2,2,1,5,1,1,1,17174
35,1,1,15,2,0,3,4,1,5,1,5,0,5,1,2,2,23799
35,0,1,10,2,1,3,5,0,3,0,5,0,2,1,1,1,21657
35,1,1,15,2,1,3,4,1,4,3,1,0,2,1,2,2,21540
30,1,1,22,2,1,3,4,0,3,2,3,0,3,1,2,1,21018
39,1,1,9,3,1,4,4,0,3,1,8,1,4,0,3,1,21735
53,0,3,8,3,0,2,4,3,4,0,3,0,2,0,1,3,22525
52,0,3,9,3,1,3,4,3,4,0,4,0,4,0,1,3,29274
33,0,1,23,2,0,4,6,0,5,3,3,1,4,1,3,1,22597
25,0,1,8,2,1,3,1,1,3,1,2,0,1,0,1,2,20206
28,0,3,7,3,1,4,4,1,4,0,2,1,2,0,3,2,25027
36,1,1,9,2,1,3,5,3,4,1,4,0,4,1,1,3,28952
31,0,1,16,3,0,2,3,3,3,1,5,0,1,1,1,3,26031
38,1,3,6,2,1,2,4,0,5,2,5,0,3,0,1,1,17858
39,0,1,10,2,1,3,4,0,3,1,5,0,3,1,1,1,21499
36,1,1,14,2,1,4,5,0,3,1,3,0,3,1,1,1,21368
36,1,1,6,2,0,2,3,1,4,1,1,0,5,1,1,2,20228
41,1,3,33,3,1,4,4,1,5,0,3,0,2,1,2,2,27074
30,1,3,22,2,1,3,3,1,3,0,1,0,3,0,2,2,20301
28,1,1,7,3,1,3,4,0,4,1,3,0,3,0,1,1,22494
36,1,1,21,2,1,3,5,0,4,1,3,1,5,1,2,1,22421
49,1,1,11,2,1,4,5,3,3,2,2,0,5,1,1,3,29677
52,0,1,7,3,0,2,5,3,5,3,5,0,1,1,1,3,26162
31,1,3,12,2,0,3,4,3,3,1,4,0,4,1,2,3,28097
27,1,1,15,3,0,4,3,0,4,2,2,0,3,0,1,1,17279
35,1,3,33,2,1,2,3,1,3,2,2,1,5,0,0,2,20813
32,1,3,20,3,1,3,4,1,5,1,4,0,1,0,2,2,22911
28,1,1,11,2,1,3,2,1,4,1,3,1,4,1,1,2,24820
34,0,2,29,2,0,2,3,3,5,1,1,1,3,1,0,3,24950
52,1,1,9,3,1,2,4,3,3,1,3,1,1,1,0,3,22969
21,1,1,21,2,1,3,3,0,3,2,2,0,3,1,1,1,16232
55,1,3,8,3,1,2,3,1,3,2,5,0,1,1,0,2,20160
53,1,1,29,2,0,3,3,4,3,2,7,0,5,1,1,0,29275
27,0,1,9,3,1,2,3,0,3,0,2,0,2,1,0,1,16706
36,0,1,10,2,0,3,3,1,4,1,1,0,3,1,1,2,20131
31,1,1,8,2,1,2,3,0,3,1,1,1,4,1,1,1,17695
22,1,3,12,3,1,3,4,0,5,2,3,1,1,1,1,1,21058
29,1,3,33,2,1,3,5,1,5,0,3,0,4,1,1,2,23402
32,0,3,12,3,0,3,4,0,4,1,3,0,3,0,2,1,21467
21,1,1,11,1,1,3,4,0,5,3,3,0,3,1,2,1,21651
48,1,3,9,2,0,4,5,0,3,3,3,1,2,1,1,1,21972
26,1,3,11,2,0,4,5,1,3,3,3,1,1,0,3,2,23165
26,1,1,27,3,1,2,3,0,3,1,2,0,5,1,0,1,17377
20,1,1,17,3,0,3,4,0,5,2,2,1,3,0,1,1,17600
46,1,3,9,1,1,3,6,1,3,3,2,0,5,0,1,2,25310
50,0,1,8,3,0,1,3,4,5,0,3,0,3,1,0,0,32856
41,0,1,16,3,1,3,4,0,4,1,2,1,4,0,2,1,22295
35,1,1,15,2,0,3,4,1,5,1,5,0,5,1,1,2,23799
25,1,1,36,3,1,4,4,0,5,1,3,0,4,1,2,1,22585
26,1,3,14,1,1,2,4,1,5,2,7,0,3,0,0,2,20326
48,1,3,9,2,0,4,5,0,3,3,3,1,1,0,1,1,21972
27,0,1,7,2,0,3,4,1,4,1,3,0,5,0,2,2,25075
37,0,3,15,1,1,3,4,1,3,1,6,0,3,1,1,2,23757
43,0,1,15,2,1,2,3,0,3,2,5,0,3,0,1,1,17438
43,1,1,9,2,0,3,4,1,3,0,3,0,2,1,1,2,22767
39,0,1,13,3,0,4,6,1,3,1,2,1,1,0,3,2,24007
36,0,1,9,3,1,4,5,0,3,3,2,1,3,1,1,1,23608
54,1,1,14,2,1,3,3,4,3,0,5,0,2,0,1,0,33492
40,1,1,12,2,0,3,3,4,3,3,1,0,5,1,2,0,28237
32,1,1,9,2,1,3,4,0,3,1,2,1,4,1,2,1,21373
37,1,1,7,2,0,3,4,1,4,1,2,0,5,1,2,2,23906
44,0,1,34,2,0,3,4,3,5,0,2,0,4,0,1,3,29498
20,1,3,8,3,0,2,4,0,3,2,2,0,4,1,0,1,17044
47,1,3,16,3,1,4,5,3,3,3,3,0,5,0,2,3,28297
40,1,1,25,3,1,1,3,1,3,1,1,1,1,1,0,2,17741
53,1,1,11,2,0,2,3,2,3,1,5,0,4,1,0,4,34094
18,0,1,20,3,0,2,3,0,3,2,2,0,5,1,0,1,16514
36,1,1,10,2,1,2,4,1,3,2,2,0,5,1,1,2,20810
46,1,1,13,2,1,3,4,3,5,0,6,1,3,0,1,3,31923
25,0,1,11,2,1,3,5,0,3,0,2,0,3,0,1,1,21840
30,0,1,8,3,0,2,3,0,3,2,1,0,4,1,0,1,17564
35,1,1,9,1,0,4,4,1,3,3,3,0,5,1,2,2,25365
43,0,1,23,1,1,2,4,0,3,1,1,1,5,1,1,1,17437
27,1,1,7,3,1,3,5,0,5,0,3,0,3,0,2,1,22633
51,1,3,33,2,1,2,3,1,3,2,2,1,5,1,1,2,29026
36,1,1,16,1,0,3,3,3,3,0,4,0,3,0,2,3,22094
22,1,3,14,3,1,3,4,0,4,3,3,0,5,1,2,1,21357
39,1,2,8,2,0,2,4,1,3,1,1,0,3,1,0,2,20204
20,1,3,28,2,1,3,5,0,4,2,3,1,2,0,2,1,20799
52,1,1,16,2,1,4,4,0,3,1,5,0,3,1,1,1,20753
41,0,1,16,3,0,3,4,3,3,2,2,0,4,0,1,3,32177
38,1,1,9,1,0,2,3,1,3,2,4,1,5,0,0,2,1000
37,1,1,12,3,1,2,1,1,5,1,5,1,3,1,1,2,20974
19,1,3,16,3,1,3,4,0,3,2,3,0,5,0,2,1,20289
40,0,3,11,2,1,2,4,3,5,0,6,1,5,0,1,3,25475
24,1,1,24,2,1,2,3,0,3,1,1,0,4,0,0,1,17774
50,1,3,34,3,1,2,4,3,5,1,5,1,5,0,0,3,25854
44,0,1,7,2,0,3,4,1,3,0,6,0,2,1,2,2,24240
55,1,3,6,2,1,3,3,3,3,1,4,0,1,0,2,3,25239
19,1,1,15,2,1,2,3,0,5,2,2,0,3,0,1,1,17552
32,1,1,6,3,1,2,3,1,3,1,2,1,4,1,1,2,21162
25,1,3,11,3,1,2,4,1,3,2,2,1,3,1,0,2,20744
41,0,1,8,2,0,3,4,1,3,3,3,1,1,0,0,2,21811
48,0,1,36,2,1,3,4,3,4,1,3,1,3,1,1,3,30527
44,0,1,30,2,1,2,3,0,3,1,4,1,5,0,1,1,18161
26,0,1,6,2,0,2,3,1,4,1,2,0,5,1,1,2,21397
35,1,1,6,3,1,2,4,0,3,0,7,0,2,1,1,1,17258
39,1,1,9,2,1,3,4,1,3,0,2,0,2,0,2,2,25231
46,1,1,27,3,0,3,3,1,4,1,5,0,3,1,2,2,23926
34,0,3,8,3,0,3,3,0,3,0,7,0,5,1,2,1,17231
31,1,1,29,3,1,3,4,1,3,1,1,0,3,0,1,2,20582
36,1,1,34,3,0,3,5,0,5,2,3,0,4,1,2,1,21237
60,1,1,10,2,1,4,5,0,3,0,5,0,3,0,2,1,20855
32,1,1,11,2,0,2,1,0,3,1,4,0,5,1,1,1,18312
31,1,3,7,2,1,4,5,1,5,1,3,0,4,1,2,2,28392
32,0,1,13,2,1,3,1,0,4,1,2,0,1,0,1,1,17794
36,1,1,8,2,0,3,3,0,3,0,5,0,5,1,0,1,17543
40,1,1,13,3,1,4,4,0,5,1,2,1,1,1,2,1,21082
30,0,1,6,2,1,2,4,3,3,3,2,0,5,1,1,3,23474
34,0,3,9,3,0,4,4,1,4,3,2,0,1,0,1,2,23825
37,1,1,14,2,1,4,4,0,4,2,4,0,1,0,3,1,20691
29,1,1,8,2,1,3,3,0,4,1,1,0,4,1,0,1,17703
21,0,1,13,2,0,4,5,0,3,3,3,1,1,0,1,1,21604
48,0,3,9,3,1,3,4,1,4,1,2,0,1,0,2,2,23656
40,1,1,7,3,0,4,4,0,3,1,2,0,3,1,1,1,20910
34,0,1,13,2,1,3,5,1,3,2,2,1,5,1,0,2,21074
37,1,1,11,3,1,3,3,1,3,1,1,0,3,0,0,2,21347
43,1,1,20,2,1,3,3,4,5,0,7,0,5,1,0,0,32159
44,1,1,9,3,0,4,2,0,3,1,3,0,1,1,3,1,21323
37,1,2,12,2,1,3,3,0,5,1,5,1,1,0,2,1,17073
39,1,1,36,3,1,4,4,1,5,1,2,1,3,1,3,2,25351
30,1,1,14,1,0,3,4,0,3,1,5,1,4,1,2,1,22017
22,1,1,10,3,1,4,5,0,3,3,3,0,5,1,2,1,21908
35,1,1,9,3,0,3,5,0,5,3,3,0,1,1,1,1,23059
31,1,3,16,3,0,2,3,1,3,1,3,1,1,0,0,2,21583
41,1,1,12,3,1,3,4,1,4,2,7,1,3,1,0,2,21032
55,1,1,26,3,0,4,4,1,5,1,2,1,3,0,1,2,24163
32,1,3,10,3,1,2,5,3,3,1,2,0,1,1,0,3,25400
39,0,1,6,2,1,3,3,1,3,1,2,1,5,1,2,2,21472
30,1,1,15,3,1,4,5,1,3,0,3,1,3,0,1,2,23734
34,0,1,7,3,1,3,5,0,3,1,3,0,3,0,1,1,20686
28,0,1,17,2,1,3,4,3,5,1,3,0,3,1,1,3,27471
21,1,1,16,2,0,2,4,0,5,2,2,0,3,1,0,1,16416
43,1,1,14,3,0,4,2,1,4,0,8,1,1,0,1,2,21050
38,1,3,9,2,1,2,3,1,3,3,1,1,3,1,0,2,21861
42,1,1,21,2,1,3,4,0,3,1,6,0,4,1,2,1,21129
33,1,1,15,3,1,2,3,0,3,1,1,0,1,0,1,1,17781
41,1,3,17,1,0,3,5,1,4,1,2,0,5,1,2,2,25530
35,1,1,15,2,0,3,4,3,3,1,2,1,4,1,2,3,25685
25,1,1,25,2,1,3,4,0,3,0,2,0,4,1,1,1,21452
42,1,1,19,1,0,3,4,2,3,0,3,0,4,1,1,4,38223
38,1,1,8,2,1,2,3,1,3,1,1,0,1,1,1,2,21553
47,0,1,7,3,1,3,5,3,5,0,4,1,2,1,2,3,29351
27,1,1,22,1,0,2,3,0,4,0,1,0,2,1,0,1,17811
52,1,1,6,2,1,3,3,4,3,1,3,0,1,1,2,0,32099
36,1,3,25,3,0,3,4,1,3,0,3,0,4,1,1,2,23279
45,0,1,7,3,1,3,4,0,4,1,3,1,3,1,2,1,21020
36,1,3,8,2,1,3,3,0,3,2,4,1,3,0,0,1,17644
49,1,3,14,1,1,2,4,4,4,1,7,0,4,1,1,0,28120
42,1,1,6,2,0,2,4,1,3,1,1,1,3,0,0,2,21062
39,0,1,13,3,0,4,6,1,3,1,2,1,2,0,3,2,24007
27,0,3,6,3,1,3,3,1,4,0,1,1,2,0,2,2,21349
28,1,1,21,2,1,2,3,0,3,1,2,0,4,1,1,1,17207
40,1,3,28,3,1,3,4,1,3,0,3,1,3,1,1,2,21380
28,1,1,7,2,0,4,4,3,5,1,3,0,4,0,3,3,26090
46,0,1,13,3,0,1,3,1,3,1,3,0,5,1,0,2,20258
31,1,1,6,2,1,3,4,0,5,1,2,0,4,1,1,1,17218
46,1,1,36,3,1,3,4,0,3,3,7,0,2,1,1,1,22130
24,1,1,17,1,1,3,2,0,3,1,4,0,1,1,1,1,20751
34,0,1,7,2,0,3,2,1,4,0,3,1,3,0,2,2,24166
34,0,1,11,1,1,3,4,1,4,1,7,0,1,0,1,2,21733
36,0,1,9,2,0,3,5,0,5,3,4,1,3,0,1,1,22184
44,1,1,19,2,1,3,5,4,4,1,3,0,3,1,2,0,33014
27,0,1,9,2,1,3,4,0,5,0,8,1,5,1,1,1,20720
59,1,3,17,3,1,3,4,4,3,2,2,0,3,1,2,0,32550
44,1,1,14,2,1,3,1,0,3,0,3,1,3,1,2,1,17818
30,1,1,10,3,1,4,5,3,3,1,3,0,1,0,3,3,30613
34,0,3,14,3,1,3,4,1,5,0,2,0,3,0,1,2,23051
24,1,1,29,3,1,2,2,0,3,0,2,1,4,0,1,1,17725
43,1,1,15,2,1,3,4,0,3,3,6,0,1,1,2,1,22646
52,1,1,12,1,1,3,3,1,5,1,4,1,4,1,1,2,20577
36,0,1,9,2,0,4,4,1,5,1,4,0,4,1,3,2,23771
37,0,3,15,3,1,3,3,3,4,1,2,0,2,1,0,3,23834
28,1,3,15,3,0,3,4,1,4,0,3,0,2,0,1,2,24892
33,0,1,12,1,1,4,4,0,4,3,4,0,3,1,2,1,21396
38,1,1,10,3,0,2,3,0,3,1,1,0,5,0,0,1,18306
32,0,1,10,2,0,3,4,0,3,3,3,0,4,1,2,1,22762
45,0,1,12,2,1,3,5,0,3,3,5,0,1,0,2,1,21840
35,1,3,7,3,1,4,2,1,3,1,2,0,5,1,3,2,28403
59,1,1,9,1,0,4,5,3,3,1,2,0,5,0,1,3,21050
20,1,3,8,3,0,2,4,0,3,2,2,0,4,0,1,1,17044
35,1,1,7,2,1,3,5,0,3,1,3,1,1,1,2,1,22300
34,0,1,9,2,1,2,4,0,3,0,4,0,2,1,0,1,17979
40,0,1,32,3,0,2,3,1,4,1,2,0,1,0,1,2,20605
29,1,1,24,3,1,2,4,0,3,2,2,1,3,0,1,1,17389
60,1,3,7,1,1,4,4,3,3,0,5,1,2,0,2,3,30582
38,1,1,17,2,1,4,3,0,3,3,5,0,4,1,2,1,23358
39,1,1,7,2,0,3,4,0,5,3,5,0,2,1,2,1,21297
39,0,1,15,2,1,3,3,1,4,3,1,0,1,1,0,2,21782
36,0,3,6,3,0,2,3,1,3,3,5,0,1,1,1,2,21653
24,0,1,13,2,0,2,3,0,3,1,2,1,4,0,0,1,17886
32,0,3,14,3,0,2,3,3,3,3,2,0,4,1,1,3,23998
28,1,3,16,3,1,3,3,0,4,0,2,0,5,1,1,1,16052
39,1,3,8,2,1,2,1,3,3,3,1,0,1,0,0,3,22880
47,0,3,15,2,1,2,5,4,3,1,1,0,5,1,1,0,27936
30,1,1,35,2,0,4,4,0,3,1,6,0,5,0,2,1,21192
47,1,3,17,3,0,4,5,3,3,0,4,1,2,1,2,3,27749
28,0,3,15,3,1,3,4,1,3,1,2,0,3,1,2,2,23020
39,1,3,7,2,0,3,5,1,3,3,6,0,2,1,2,2,27364
43,1,1,9,3,0,3,5,0,5,1,2,1,4,1,2,1,21271
46,1,1,14,2,1,3,4,3,5,1,4,0,3,1,2,3,28402
38,1,1,8,2,1,2,3,1,3,0,1,0,2,0,1,2,21553
45,1,3,17,2,0,2,3,4,3,1,4,0,4,0,1,0,32650
24,1,1,16,3,1,3,4,0,5,0,3,0,3,0,2,1,21178
39,1,1,9,3,1,3,4,1,3,1,1,0,4,0,2,2,18069
30,1,3,13,3,1,2,3,0,4,2,1,0,2,1,0,1,17983
32,1,1,6,2,1,3,3,0,5,2,2,0,1,0,1,1,17956
26,1,1,10,3,1,4,4,0,5,1,7,0,5,1,2,1,22709
35,1,1,9,2,1,3,5,1,5,0,8,0,4,0,2,2,24635
40,1,1,8,3,0,2,4,0,3,2,1,1,3,1,1,1,17342
34,1,3,32,3,1,3,5,3,4,3,4,1,5,1,1,3,27058
55,1,1,8,3,0,2,5,2,3,0,5,0,4,1,1,4,34187
39,1,1,6,2,0,3,4,4,3,1,2,0,3,1,0,0,27742
41,1,3,23,3,1,4,4,3,3,1,4,0,5,0,2,3,22222
26,0,1,9,1,1,3,3,0,5,2,1,0,3,0,2,1,18102
40,1,3,16,3,1,3,4,3,4,1,3,0,4,1,1,3,24705
37,1,1,9,2,0,3,4,1,4,3,2,1,3,1,1,2,24088
27,0,1,14,3,1,4,4,0,3,2,3,0,4,1,3,1,21248
49,1,1,13,2,1,2,4,3,3,3,1,0,2,1,1,3,25965
46,1,1,8,1,1,2,3,1,3,1,3,0,2,1,0,2,22379
35,1,1,26,3,1,4,4,0,3,1,2,0,3,0,3,1,21339
39,1,1,10,1,0,3,4,1,3,3,5,1,5,1,1,2,22995
31,0,3,8,2,0,2,3,3,3,1,2,1,1,1,0,3,24852
31,1,3,11,3,0,4,5,1,4,1,3,1,3,1,1,2,23887
41,0,1,16,2,1,3,4,4,5,1,5,0,1,1,0,0,32181
37,0,3,10,3,1,3,5,3,3,0,6,0,2,0,2,3,28377
31,1,3,34,3,1,3,4,1,3,1,2,0,3,1,1,2,23982
41,0,3,9,3,1,4,4,1,4,0,7,0,4,1,3,2,23005
45,1,2,10,2,0,2,5,3,3,1,5,0,1,1,1,3,24756
29,1,1,27,2,0,2,2,3,5,1,2,0,5,1,1,3,24980
55,1,3,32,3,1,2,4,2,3,1,2,0,3,1,1,4,34586
46,1,3,15,3,1,2,3,3,3,1,5,0,3,0,1,3,25096
29,1,3,6,3,0,2,4,0,3,1,7,1,2,0,1,1,17800
46,1,1,13,2,1,3,4,3,5,1,6,1,3,1,2,3,31923
33,0,1,12,2,1,1,3,1,3,1,4,0,5,1,0,2,22725
46,1,3,9,2,1,4,4,1,4,0,2,0,5,1,1,2,23483
33,0,3,9,2,0,4,4,0,5,1,3,0,3,1,1,1,21505
42,1,1,8,3,0,2,4,0,5,1,1,1,4,1,0,1,17593
32,1,2,9,2,1,4,5,1,5,0,5,0,3,0,2,2,25088
36,0,3,14,2,1,3,4,3,5,3,2,0,2,0,2,3,22587
54,1,3,7,3,0,3,4,1,5,3,2,0,2,1,2,2,27059
54,1,3,15,3,1,4,4,4,3,0,7,0,3,0,3,0,30514
46,0,1,7,2,1,4,5,3,3,1,5,0,1,1,3,3,29426
31,1,3,15,2,1,4,4,3,3,1,7,0,3,1,1,3,25942
50,1,1,7,1,0,3,5,4,3,2,2,1,3,0,1,0,32642
51,1,3,30,3,0,2,4,1,4,2,1,1,5,1,1,2,17838
40,0,3,30,2,0,3,1,4,4,3,5,1,3,1,0,0,28194
33,0,3,9,2,0,4,4,0,5,1,3,0,3,0,2,1,21505
42,0,3,17,2,1,3,4,1,3,3,2,0,2,0,2,2,24908
31,1,1,18,3,0,2,3,1,3,0,1,1,4,0,1,2,20855
21,1,3,9,3,0,3,5,0,3,2,3,0,4,1,1,1,20722
35,1,3,15,2,0,4,4,1,5,1,7,0,1,1,3,2,25178
30,1,1,22,2,0,3,5,1,3,3,2,1,3,0,1,2,22871
42,1,1,8,3,1,2,3,4,5,0,1,0,3,1,1,0,32665
42,0,1,12,2,1,4,5,0,5,1,8,0,3,0,2,1,20785
40,1,3,8,3,0,2,3,1,4,1,1,0,2,0,1,2,20715
33,0,1,7,1,1,4,4,1,5,1,6,0,4,1,3,2,22765
30,1,1,26,1,1,3,4,1,3,1,6,0,5,1,1,2,22940
37,0,1,17,2,1,2,3,3,3,1,2,1,3,1,1,3,27185
53,1,1,13,2,1,2,2,4,3,0,4,0,2,0,0,0,29814
36,1,1,29,2,1,3,6,0,3,3,2,0,4,1,1,1,22908
49,1,1,26,3,0,3,3,1,5,0,2,0,2,1,2,2,21567
33,1,1,8,2,1,2,3,0,3,2,1,0,3,0,1,1,17500
43,1,3,7,2,1,3,4,1,3,0,3,0,3,1,1,2,23585
36,1,1,7,2,0,3,2,0,3,2,5,0,3,0,1,1,21184
39,1,1,9,2,1,3,4,0,3,3,7,1,1,0,1,1,22622
36,1,1,32,2,1,3,5,1,3,3,6,0,1,1,1,2,22359
38,1,3,13,3,1,4,4,1,3,0,6,0,3,0,1,2,25180
37,1,1,12,2,0,3,5,0,5,0,2,1,2,1,1,1,98678
28,1,1,13,3,0,4,5,0,3,1,2,0,1,0,2,1,20865
40,1,1,7,2,0,4,5,4,3,1,3,0,3,1,1,0,31420
22,0,3,7,1,0,3,5,0,4,2,3,1,5,1,2,1,20852
45,0,3,8,1,1,4,4,0,3,1,5,0,3,1,2,1,26656
36,1,1,11,2,1,4,4,0,3,1,3,0,4,0,1,1,20629
29,1,3,20,3,0,3,4,1,3,3,5,1,5,1,2,2,28532
40,0,1,7,2,1,4,4,1,3,1,3,1,5,1,3,2,25150
55,1,2,26,3,1,3,4,3,4,0,4,0,3,1,1,3,29403
41,1,1,6,2,1,3,3,0,3,1,4,0,1,0,0,1,17782
22,1,1,12,3,1,4,4,0,3,3,3,0,1,1,2,1,21795
50,1,1,15,2,1,3,3,0,3,0,5,0,5,1,0,1,17380
37,1,1,21,2,1,4,4,1,3,1,2,1,5,1,1,2,25264
53,1,1,13,2,1,2,1,4,3,1,4,0,1,0,1,0,29814
31,1,1,24,3,0,4,4,3,5,0,3,1,4,0,3,3,30594
46,1,3,8,1,0,3,5,4,4,0,4,1,5,1,2,0,31872
41,0,1,28,2,0,3,3,1,3,1,4,1,5,0,0,2,20467
32,1,3,14,1,1,4,2,1,3,1,6,0,1,1,2,2,25607
32,0,1,16,3,1,3,5,0,5,2,2,1,3,1,1,1,20999
26,1,3,35,2,1,3,5,1,3,0,4,0,4,0,1,2,27317
54,1,1,20,3,0,3,2,1,5,1,3,0,1,1,1,2,23128
25,1,3,10,2,0,4,4,1,3,3,2,0,2,1,1,2,23255
45,1,1,11,3,1,3,4,1,4,3,2,0,1,1,2,2,24611
48,1,3,8,3,1,2,1,1,4,1,4,0,3,0,1,2,23120
42,1,3,15,3,0,3,4,1,4,1,7,0,3,1,2,2,23071
26,1,3,20,3,1,3,4,0,3,1,3,0,3,1,2,1,20774
53,1,1,18,2,0,3,4,1,3,0,2,0,2,1,2,2,21827
57,1,1,16,3,1,3,4,4,3,1,2,0,4,0,1,0,29781
39,1,1,6,3,0,3,3,0,3,1,1,0,3,1,0,1,17232
35,1,1,13,2,0,3,4,1,3,3,3,0,3,1,1,2,23487
30,1,3,11,3,0,1,4,1,3,1,2,0,2,0,0,2,21118
46,1,3,15,3,1,3,4,3,3,3,2,0,5,0,1,3,24619
28,1,1,23,1,1,2,4,0,3,1,6,0,3,0,1,1,17367
48,1,1,6,2,0,2,4,4,5,0,1,0,4,0,1,0,30402
30,1,1,14,2,0,3,1,3,5,0,1,1,2,0,2,3,26416
29,1,1,19,2,0,4,4,0,3,1,3,1,4,1,2,1,21193
34,0,1,10,2,0,3,4,0,3,1,3,1,1,1,2,1,21587
38,1,1,10,2,0,3,4,1,4,3,5,0,4,1,1,2,22785
37,1,2,20,2,1,3,4,0,4,1,6,0,3,1,2,1,20821
30,1,1,20,2,1,3,5,1,4,1,6,1,4,1,1,2,22703
44,0,3,22,2,1,3,5,1,3,0,5,0,5,0,2,2,25482
36,1,1,18,3,0,2,4,3,3,3,1,0,1,1,0,3,23858
37,1,3,17,1,0,4,5,1,3,1,3,1,1,1,3,2,24351
51,0,1,14,2,1,2,5,3,3,3,3,0,1,1,0,3,25650
35,1,1,14,2,1,4,4,1,3,1,3,0,3,0,1,2,21263
44,1,1,15,2,1,3,3,0,5,0,2,1,3,1,0,1,17559
38,1,1,16,3,0,3,3,1,3,0,4,0,3,1,2,2,24824
33,0,1,12,2,1,1,3,1,3,1,4,0,5,1,0,2,22725
45,1,3,35,3,0,3,2,4,3,1,5,1,1,1,1,0,31998
45,1,3,7,3,0,4,4,1,5,1,7,1,2,0,1,2,24132
30,1,3,10,3,0,4,4,1,3,1,3,0,1,0,1,2,24239
34,1,1,8,2,1,3,4,0,3,1,4,0,5,1,0,1,17768
47,0,1,14,3,0,2,4,1,3,0,4,0,5,0,1,2,23936
28,1,1,15,3,0,4,4,0,3,3,3,0,4,1,3,1,22123
30,1,3,14,2,1,3,3,3,3,1,6,0,3,1,0,3,22264
40,1,1,6,2,1,3,3,4,5,1,3,0,3,1,2,0,31823
42,1,3,11,3,1,2,3,2,3,0,7,0,4,0,1,4,33303
43,0,1,6,2,0,2,3,1,3,0,5,0,2,1,1,2,20562
38,0,1,9,2,1,4,5,1,3,1,7,0,1,1,3,2,23841
27,1,1,7,3,1,3,5,0,5,1,3,0,3,1,2,1,22633
34,1,3,19,3,1,2,3,3,3,1,2,0,1,1,1,3,23628
23,1,1,7,2,1,3,5,1,3,1,8,0,1,1,2,2,23453
39,0,1,9,2,0,4,2,1,5,3,8,1,1,0,1,2,24658
38,1,1,15,2,0,3,3,0,3,2,2,0,1,1,2,1,17288
37,1,1,31,3,0,2,4,1,3,1,1,0,3,1,0,2,20731
30,1,1,22,2,0,4,6,0,3,1,2,1,5,1,2,1,20846
54,1,1,6,3,0,2,3,4,3,2,7,0,4,1,1,0,32328
39,1,1,16,2,1,4,4,0,3,1,4,0,1,1,2,1,23449
60,0,3,7,2,0,3,5,1,3,3,2,0,5,1,2,2,24151
40,0,1,16,2,1,4,4,1,4,3,22,0,2,1,1,2,25460
37,1,3,9,3,1,4,5,3,3,1,3,0,1,1,2,3,26274
24,1,1,29,3,1,2,1,0,3,1,2,1,4,0,0,1,17725
32,1,3,14,1,0,3,4,1,4,1,2,1,1,1,2,2,20228
24,1,1,11,3,0,3,4,0,4,3,3,0,3,1,2,1,21973
42,1,1,19,1,0,3,4,2,3,1,3,0,4,1,2,4,38223
59,0,2,8,2,0,2,4,2,3,0,1,0,2,1,1,4,33844
29,1,1,31,2,1,3,5,0,3,2,7,1,1,0,1,1,20706
53,1,1,11,2,0,2,3,2,3,1,5,0,5,0,1,4,34094
46,1,1,27,3,1,4,6,3,5,1,4,1,3,0,1,3,29529
27,1,1,9,3,1,2,4,0,3,2,1,0,1,1,1,1,17045
31,1,3,11,1,1,2,3,1,3,1,2,0,5,0,1,2,23346
38,0,3,16,1,0,2,3,1,3,2,2,1,3,1,0,2,20666
42,0,1,12,2,1,4,5,0,5,1,8,0,3,1,1,1,20785
39,1,3,21,3,1,3,3,4,5,3,1,0,1,1,2,0,28341
31,1,3,34,3,1,4,4,1,3,1,2,0,3,1,3,2,23982
35,1,1,13,2,1,3,4,0,3,1,2,0,3,1,0,1,17690
45,1,1,16,2,1,4,4,0,5,0,3,1,3,1,1,1,21237
41,1,1,7,2,1,3,4,0,3,1,2,0,1,0,1,1,21084
38,1,3,13,3,1,4,4,1,3,1,6,0,3,1,1,2,25180
28,1,1,6,1,1,2,3,0,5,2,3,0,4,0,0,1,17080
29,1,1,29,2,1,2,3,0,3,2,1,0,3,0,0,1,17201
21,1,1,10,2,1,3,5,0,3,3,3,0,3,0,2,1,21711
19,0,3,12,3,1,4,4,0,4,2,3,1,4,1,1,1,20556
36,0,3,7,3,0,4,4,3,3,3,3,0,5,1,1,3,27467
38,1,1,8,3,0,2,4,3,3,1,4,1,5,1,1,3,22756
50,1,1,7,1,0,3,4,0,5,0,4,0,4,1,1,1,22258
39,0,1,9,3,0,4,5,0,4,1,6,0,3,0,1,1,21146
34,1,1,25,2,0,2,4,0,3,1,2,0,4,1,1,1,17929
37,0,1,7,3,0,3,5,1,3,1,2,0,5,1,2,2,23052
